idx,text,emotion,gold,pred_binaire,pred_proba,type_divergence,axe_pragmatique,type_erreur,qui_a_raison,justification
49,c'est bon chacun fait ce qu'il veut aucune d'entre vous n'aimerait faire faire insulter alors pourquoi vous continuer,Admiration,0,1,0.9962,faux_positif,absent,pragmatic_confusion,gold,"Le message est une interpellation défensive visant à faire prendre conscience de l'injustice du harcèlement, sans aucune trace d'admiration envers qui que ce soit. Le modèle confond probablement la structure rhétorique empathique ('aucune d'entre vous n'aimerait') avec un registre valorisant, générant une activation erronée et massive d'Admiration."
49,c'est bon chacun fait ce qu'il veut aucune d'entre vous n'aimerait faire faire insulter alors pourquoi vous continuer,Colère,0,1,0.3586,faux_positif,absent,seuil_limite,indecidable,"La phrase contient une interpellation accusatrice ('pourquoi vous continuer') qui porte une tension émotionnelle pouvant être lue comme de la colère contenue ou de l'indignation, mais l'énonciateur adopte davantage un registre de reproche moral que de colère franche. La proba (0.3586) dépasse de peu le seuil (0.2822), rendant la décision limite et discutable."
50,ça se voit vous êtes pas des potes si ça vous est jamais de réconforter votre pote,Admiration,0,1,0.9913,faux_positif,absent,pragmatic_confusion,gold,"Le modèle confond vraisemblablement la structure rhétorique de solidarité/loyauté ('réconforter votre pote') avec un marqueur d'admiration, alors que la phrase est un reproche cinglant dénonçant l'absence de soutien entre amis. Il n'y a aucune admiration exprimée, ressentie ou thématisée : c'est une accusation déguisée en constat."
50,ça se voit vous êtes pas des potes si ça vous est jamais de réconforter votre pote,Tristesse,1,0,0.0169,faux_negatif,ressentie,pragmatic_confusion,gold,"La tristesse est encodée de façon implicite et indirecte : le constat désabusé ('ça se voit vous êtes pas des potes') exprime une déception profonde face à la trahison de l'amitié, émotion typiquement tristesse dans ce registre adolescent. Le modèle, focalisé sur la colère de surface, rate complètement la couche affective sous-jacente de désillusion/tristesse."
51,on sen blkkkkk mais fort,Dégoût,1,0,0.0,faux_negatif,ressentie,lexical_argot,gold,"« se blk » (de l'anglais 'block') est un verbe argotique adolescent signifiant 'se foutre de', 'se moquer éperdument de' — ici renforcé par 'mais fort' — exprimant un dégoût/mépris assumé envers la situation ou la personne évoquée dans le contexte précédent. CamemBERT ne reconnaît pas ce lexème argotique et sa graphie répétitive ('blkkkkk'), d'où une probabilité nulle pour Dégoût."
52,mais ftg,Dégoût,1,0,0.0,faux_negatif,ressentie,lexical_argot,gold,"« ftg » est un acronyme argotique adolescent signifiant « fatigant » (ou sa forme vulgaire « fatiguant »), exprimant un dégoût/exaspération marqué envers la cible ; le modèle, incapable de désambiguïser cet acronyme opaque, produit une probabilité nulle (0.0000), bien en deçà du seuil, révélant un échec total de tokenisation/représentation sémantique. L'annotation gold=1 est pleinement justifiée par le contexte de rejet hostile (« on s'en bloque » + « tais-toi et laisse-nous vivre »)."
54,assume que t gouine c tout grosse pute va,Dégoût,1,0,0.0034,faux_negatif,provoquee,pragmatic_confusion,gold,"Les insultes homophobes et sexualisées ('gouine', 'grosse pute') constituent des marqueurs de dégoût provoqué envers la cible, mais le modèle les traite uniquement comme vecteurs de colère, échouant à distinguer la dimension de mépris/répulsion morale encodée dans ces termes. La proba extrêmement basse (0.0034) indique que le modèle n'a pas du tout capté la valence de dégoût, probablement parce qu'il associe ces insultes argotiques quasi-exclusivement à la colère."
55,faut assumer frr,Dégoût,1,0,0.0,faux_negatif,provoquee,pragmatic_confusion,indecidable,"Le dégoût n'est pas exprimé dans 'faut assumer frr' mais potentiellement provoqué chez la cible via la reprise de l'injonction du message précédent ('assume que t gouine') ; sans ce contexte d'insulte homophobe, la phrase est neutre. L'annotation gold semble attribuer à ce message le dégoût porté par l'ensemble de l'échange, ce qui relève d'une confusion pragmatique entre émotion thématisée/provoquée par le contexte et émotion réellement encodée dans l'énoncé isolé."
56,mais c'est pas notre pote  deja,Colère,0,1,0.9918,faux_positif,absent,pragmatic_confusion,gold,"La phrase 'mais c'est pas notre pote deja' est une distanciation sociale froide et factuelle, non une expression de colère — le modèle a été contaminé par le contexte agressif environnant ('saliope', 'assume') et projette une colère absente de l'énoncé cible. L'énonciateur se désolidarise, il ne s'emporte pas."
56,mais c'est pas notre pote  deja,Dégoût,1,0,0.0011,faux_negatif,ressentie,pragmatic_confusion,gold,La distanciation 'c'est pas notre pote' dans un contexte de harcèlement collectif encode un dégoût implicite par rejet/désaffiliation — le modèle ne capte pas ce dégoût social sous-jacent car il n'est pas lexicalisé explicitement. L'annotation humaine est correcte : le locuteur exprime un mépris distancié caractéristique du dégoût social adolescent.
57,lvdm assume saliope,Colère,1,0,0.0,faux_negatif,ressentie,lexical_argot,gold,"« lvdm » (la vie de ma) est une formule d'intensification assertive en argot ado signalant une injonction véhémente, et « saliope » (variante orthographique de salope) est une insulte à forte charge agressive. Le modèle, incapable de traiter ces formes non-standard, produit une probabilité nulle alors que la colère de l'énonciateur est manifeste."
57,lvdm assume saliope,Dégoût,1,0,0.0,faux_negatif,ressentie,lexical_argot,gold,"L'insulte « saliope » porte une dimension de mépris moral et de répulsion envers la cible, constitutive du dégoût ; le contexte suivant (association gouine/pute) confirme un registre de stigmatisation sexuelle chargée de dégoût. Le modèle échoue à capter ce signal en raison de la graphie déviante et de l'opacité de « lvdm » pour le tokenizer."
58,c'est quoi le rapport entre être gouine et être une pute ?,Colère,1,0,0.0,faux_negatif,ressentie,pragmatic_confusion,gold,"La phrase est une question rhétorique indignée qui exprime une colère face à l'amalgame homophobe/sexiste posé dans le contexte précédent ('lvdm assume saliope'). Le modèle, incapable de lire la charge émotionnelle d'une interrogation rhétorique en argot adolescent, traite la forme interrogative comme neutre et rate totalement la colère sous-jacente."
58,c'est quoi le rapport entre être gouine et être une pute ?,Surprise,1,0,0.0,faux_negatif,ressentie,erreur_humain,emotyc,"La question rhétorique 'c'est quoi le rapport' exprime avant tout de l'indignation/colère, pas de la surprise au sens émotionnel du terme — l'énonciateur ne découvre rien, il conteste un amalgame qu'il juge absurde. Annoter Surprise ici semble être une confusion entre la forme interrogative et l'émotion de surprise, ce que le modèle évite à juste titre."
59,salope,Colère,1,0,0.0,faux_negatif,provoquee,lexical_argot,gold,"L'insulte 'salope', proférée dans un contexte de harcèlement homophobe, est un marqueur direct d'agression verbale portant une colère provoquée chez la cible. Le modèle, incapable de traiter ce token isolé comme vecteur émotionnel, produit une probabilité nulle révélatrice d'un échec de représentation sémantique de l'insulte."
59,salope,Dégoût,1,0,0.0,faux_negatif,provoquee,lexical_argot,gold,"Dans ce contexte de cyber-harcèlement à connotation homophobe, 'salope' exprime et cherche à instiller un dégoût moral envers la cible, en l'assimilant à une déviance sexuelle stigmatisée. La probabilité nulle indique que le modèle ne parvient pas à inférer la charge émotionnelle d'un token-insulte isolé, sans ancrage syntaxique ou cotextuel suffisant pour CamemBERT."
60,pute et gouine cla meme,Colère,1,0,0.0,faux_negatif,provoquee,lexical_argot,gold,"Les insultes 'pute' et 'gouine' sont des marqueurs d'agression verbale intense, typiquement porteurs de colère provoquée chez la cible. Le modèle, incapable de traiter ces termes argotiques/vulgaires comme vecteurs émotionnels, produit une probabilité nulle absurde."
60,pute et gouine cla meme,Dégoût,1,0,0.0,faux_negatif,provoquee,lexical_argot,gold,"L'accumulation d'insultes à connotation sexuelle et homophobe ('pute', 'gouine') exprime un dégoût provoqué envers la cible, stratégie rhétorique classique du cyber-harcèlement. La probabilité à 0.0000 trahit un échec total du tokenizer/encodeur face à ce registre vulgaire adolescent."
61,ça te dérange si c'était le cas ?,Colère,1,0,0.0072,faux_negatif,ressentie,contexte_manquant,gold,"La phrase 'ça te dérange si c'était le cas ?' est une réplique défensive et provocatrice en réponse à une insulte homophobe ('pute et gouine'), portant une colère contenue sous forme rhétorique que le modèle ne peut décoder sans le contexte précédent. La proba de 0.0072 est catastrophiquement basse, signe que le modèle traite la phrase de façon isolée et ne capte pas la charge émotionnelle conflictuelle."
61,ça te dérange si c'était le cas ?,Tristesse,0,1,0.9864,faux_positif,absent,pragmatic_confusion,gold,"Le modèle confond vraisemblablement la tonalité vulnérable ou plaintive d'une question rhétorique défensive avec de la tristesse, alors que la phrase exprime une confrontation agressive et non un affect mélancolique. Il s'agit d'une confusion entre la forme syntaxique interrogative-concessive (potentiellement perçue comme une plainte) et l'émotion réellement encodée."
62,ftg,Dégoût,1,0,0.0,faux_negatif,ressentie,lexical_argot,gold,"« ftg » est un acronyme argotique adolescent signifiant « fils de pute » ou, dans ce contexte homophobe, « fille/femme de genre » utilisé comme insulte exprimant un dégoût viscéral envers l'homosexualité féminine, cohérent avec le contexte suivant (« fille et fille c degeulasse »). Le modèle, incapable de décomposer cet acronyme opaque, lui attribue une probabilité nulle, révélant une défaillance totale de tokenisation/représentation lexicale."
63,oui les garcons avec les filles pas filleet fille c degeulasse,Dégoût,1,0,0.0,faux_negatif,ressentie,lexical_argot,gold,"Le terme 'degeulasse' (graphie phonétique de 'dégueulasse') est un marqueur lexical fort de dégoût, mais sa forme orthographique dégradée et l'absence d'accentuation ont vraisemblablement empêché le tokenizer de CamemBERT de le reconnaître correctement, d'où une probabilité effondrée à 0.0000. L'énonciateur exprime clairement un dégoût sincère envers les relations fille-fille, renforcé par le contexte suivant ('vous me dégoûtez')."
64,grave vous me degouter,Colère,0,1,0.8939,faux_positif,absent,pragmatic_confusion,gold,"Le modèle confond l'émotion de dégoût exprimée avec de la colère, probablement parce que le contexte suivant ('sale homophobe') est fortement chargé en colère. L'énoncé 'vous me dégoûter' exprime un état affectif de répulsion, non une colère au sens strict, même si les deux peuvent coexister dans un registre d'indignation."
64,grave vous me degouter,Dégoût,1,0,0.0209,faux_negatif,ressentie,lexical_argot,gold,"La forme 'dégoûter' conjuguée à la 2e personne du pluriel ('vous me dégoûter', sans accord ni infinitif standard) est une construction argotique adolescente typique qui exprime pourtant sans ambiguïté le dégoût ressenti par l'énonciateur. Le modèle a vraisemblablement échoué à reconnaître cette forme non normative comme marqueur lexical du dégoût, lui attribuant une probabilité anormalement basse (0.0209)."
65,t'as un problème va te faire soigner sale homophobe,Dégoût,1,0,0.0173,faux_negatif,ressentie,pragmatic_confusion,gold,"L'insulte 'sale homophobe' exprime un dégoût moral sincère de l'énonciateur envers la cible, renforcé par le contexte précédent 'vous me dégoûter' ; le modèle a capté la Colère dominante mais a échoué à distinguer la co-occurrence Colère+Dégoût, typique des attaques morales à connotation souillure ('sale', 'crasseuse'). La proba extrêmement basse (0.0173) indique que le modèle n'a pas du tout activé le signal dégoût, probablement parce qu'il traite 'sale' comme intensifieur péjoratif générique plutôt que comme marqueur de dégoût moral."
66,exactement stv on te fait un cour crasseuse,Colère,1,0,0.1317,faux_negatif,ressentie,lexical_argot,gold,"L'insulte 'crasseuse' et la tournure condescendante 'on te fait un cour' (= on t'explique comme à une ignorante) sont des marqueurs de colère méprisante typiques de l'argot adolescent que le modèle ne reconnaît pas. La proba de 0.13 reste très en dessous du seuil (0.28), signe que le tokenizer échoue à encoder la charge émotionnelle de ces termes."
66,exactement stv on te fait un cour crasseuse,Dégoût,1,0,0.0184,faux_negatif,ressentie,lexical_argot,gold,"L'adjectif 'crasseuse' porte une valeur sémantique de souillure/répulsion qui encode directement le dégoût, mais son usage argotique adolescent (= personne méprisable, sale moralement) est opaque pour le modèle. La proba quasi nulle (0.018) confirme que le modèle n'a pas capté ce signal lexical de dégoût."
67,c toi ta un problème grosse pute,Dégoût,1,0,0.0052,faux_negatif,provoquee,pragmatic_confusion,gold,"L'insulte 'grosse pute' combinée à 'crasseuse' (contexte précédent) exprime un dégoût provoqué envers la cible, dimension que le modèle écrase derrière la Colère dominante (0.9689). Le modèle confond l'émotion la plus saillante (Colère) avec l'unique émotion présente, ignorant que les insultes à connotation souillure/impureté portent structurellement du Dégoût."
69,ftg c toi la gouine tu parle avec nous sombre pute wallah t ki,Dégoût,1,0,0.0222,faux_negatif,provoquee,lexical_argot,gold,"Les insultes homophobes et sexistes ('gouine', 'sombre pute') constituent des marqueurs de dégoût projeté sur la cible, mais le modèle ne reconnaît pas leur charge émotionnelle car ces termes argotiques/vulgaires sont sous-représentés dans l'espace sémantique de CamemBERT. La proba de 0.0222, très éloignée du seuil de 0.1927, indique une défaillance profonde de représentation lexicale et non un simple cas limite."
70,on va dire a un gadjo de la violer sa va lui remettre les idée en place,Colère,1,0,0.0002,faux_negatif,provoquee,pragmatic_confusion,gold,"La menace de viol est une expression de colère dirigée contre la cible, mais le modèle ne détecte pas cette colère car elle est encodée sous forme d'une menace instrumentalisée ('remettre les idées en place') plutôt que d'un marqueur lexical émotionnel explicite. Le modèle confond l'absence de marqueurs affectifs directs avec l'absence d'émotion, alors que la colère est clairement la force motrice de l'énoncé."
70,on va dire a un gadjo de la violer sa va lui remettre les idée en place,Dégoût,1,0,0.0,faux_negatif,provoquee,pragmatic_confusion,gold,"Le dégoût envers la cible est implicitement porté par le contexte immédiat ('gouine', 'sombre pute') et par la déshumanisation inhérente à la menace de viol présentée comme correctif, mais le modèle ne peut inférer cette émotion sans ancrage lexical direct dans la phrase analysée. C'est une erreur de pragmatique : le dégoût est diffus dans le discours et nécessite l'intégration du contexte précédent pour être détecté."
72,mais grave wlh,Colère,1,0,0.0,faux_negatif,ressentie,lexical_argot,gold,"« wlh » (wallah, serment d'intensification) et « grave » (adverbe d'intensité argotique) signalent une adhésion émotionnelle forte à la menace implicite du contexte suivant, indiquant une colère ressentie. Le modèle, incapable de traiter ces marqueurs argotiques et de les ancrer dans le contexte menaçant environnant, produit une probabilité nulle, ratant totalement le signal émotionnel."
73,elles vont voir ce que c de ce faire peter le q,Colère,1,0,0.0,faux_negatif,ressentie,lexical_argot,gold,"L'expression 'se faire péter le q' est une menace physique vulgaire en argot adolescent signalant une colère intense et une intention d'agression, mais le modèle échoue à la reconnaître comme vecteur émotionnel. La probabilité à 0.0000 indique un échec total de représentation sémantique, probablement dû à la graphie non standard ('de ce faire') et à l'opacité lexicale de l'expression pour CamemBERT."
73,elles vont voir ce que c de ce faire peter le q,Dégoût,1,0,0.0,faux_negatif,provoquee,lexical_argot,gold,"Le dégoût est ici provoqué via une menace dégradante à connotation anale, renforcée par le contexte suivant ('bande de pute'), qui signale un mépris viscéral envers les cibles. Le modèle, incapable de traiter cette construction argotique vulgaire et sa charge pragmatique de dévalorisation, produit une probabilité nulle sur l'ensemble des émotions, révélant un effondrement complet de la représentation contextuelle."
74,bande de pute va mais grave elle vont voir,Dégoût,1,0,0.0371,faux_negatif,provoquee,pragmatic_confusion,gold,"L'insulte 'bande de pute' est un marqueur de dégoût provoqué envers la cible, distinct de la colère dominante mais coexistant avec elle ; le modèle, saturé par le signal de colère à 0.9858, échoue à détecter cette dimension de mépris/dégoût pourtant portée par le lexique insultant à forte charge dépréciative. La proba de 0.0371 est très loin du seuil de 0.1927, ce qui indique une confusion pragmatique entre l'émotion de colère (ressentie) et le dégoût (provoqué/exprimé via l'insulte), et non un simple problème de seuil."
75,mais t'es une grande malade toi,Dégoût,1,0,0.0034,faux_negatif,provoquee,lexical_argot,gold,"L'expression 'grande malade' est une insulte argotique adolescente qui véhicule un dégoût marqué envers la cible, mais le modèle ne reconnaît pas cette valeur émotionnelle négative et la traite comme neutre. La proba extrêmement basse (0.0034) confirme une incompréhension lexicale totale, non un simple problème de seuil."
76,un zizi pas de chatte,Dégoût,1,0,0.0,faux_negatif,provoquee,pragmatic_confusion,gold,"La phrase est une insulte transphobe/sexiste visant à provoquer du dégoût chez la cible en réduisant son identité à une anatomie dégradante, mais le modèle, face à un énoncé nominal brut sans marqueurs émotionnels explicites, ne détecte aucun signal affectif. La proba à 0.0000 révèle une incapacité totale à inférer l'émotion provoquée à partir d'un contenu offensant implicite, sans verbe ni cadre pragmatique visible."
77,t'as des problèmes pour dire des choses pareil,Colère,1,0,0.0006,faux_negatif,ressentie,contexte_manquant,gold,"La phrase 't'as des problèmes pour dire des choses pareil' est une critique directe et condescendante adressant un reproche à l'interlocuteur, signalant une colère contenue — mais cette valeur illocutoire de réprimande ne peut être saisie qu'en lien avec le contexte précédent (insulte sexuelle) et le contexte suivant (rires moqueurs ':\')). Sans ce contexte, la phrase paraît neutre au modèle, d'où une proba quasi nulle (0.0006) très loin du seuil."
78,:') :') :') :') :') :'),Joie,1,0,0.0,faux_negatif,ressentie,pragmatic_confusion,indecidable,"L'emoji ':')' (larmes de rire / rire jaune) est profondément ambigu dans ce contexte de tension : il peut signaler un rire moqueur ou nerveux plutôt qu'une joie sincère, et le modèle, incapable de traiter ce signal purement iconique sans ancrage lexical, produit une probabilité nulle. L'annotation gold=1 (Joie) est discutable car l'émotion dominante semble être davantage de la moquerie ou un embarras masqué, ce qui rend le verdict indécidable."
79,tu te rends compte de ce que tu dis là ??,Colère,1,0,0.0,faux_negatif,ressentie,contexte_manquant,indecidable,"La phrase 'tu te rends compte de ce que tu dis là ??' est syntaxiquement ambiguë : elle peut exprimer une colère sincère ou une réaction théâtrale/ludique, comme le confirme le contexte suivant 'je rigole roh'. Sans le contexte suivant, la colère est plausible, mais avec lui, l'annotation gold est discutable ; le modèle, qui produit une probabilité nulle, semble avoir totalement raté la charge émotionnelle potentielle de la double ponctuation exclamative."
79,tu te rends compte de ce que tu dis là ??,Surprise,1,0,0.0,faux_negatif,ressentie,contexte_manquant,gold,"La structure rhétorique 'tu te rends compte de ce que tu dis là ??' est un marqueur pragmatique fort de surprise/incrédulité, renforcé par le contexte précédent d'émojis pleurant de rire ; le modèle, avec une probabilité de 0.0000 bien en dessous du seuil de 0.9722, a complètement échoué à capter ce signal, probablement faute d'intégrer le contexte émotionnel des émojis précédents."
81,ftg tu vas kiffer,Dégoût,1,0,0.0,faux_negatif,provoquee,lexical_argot,indecidable,"« ftg » (ferme ta gueule) est une insulte vulgaire à fort potentiel de dégoût provoqué chez la cible, mais le modèle ne reconnaît pas cet acronyme argotique opaque. L'annotation gold est défendable, mais dans ce contexte de plaisanterie assumée (« un peu d'humour »), le dégoût sincère est discutable."
81,ftg tu vas kiffer,Joie,1,0,0.0002,faux_negatif,provoquee,lexical_argot,gold,"« kiffer » (apprécier, prendre du plaisir) est un marqueur lexical de joie provoquée, mais le modèle échoue à l'identifier, probablement faute de représentation suffisante de cet argot dans ses données d'entraînement. Le contexte humoristique (« je rigole », « un peu d'humour ») confirme une intention de joie partagée."
81,ftg tu vas kiffer,Admiration,0,1,0.9992,faux_positif,absent,lexical_argot,gold,"Le modèle confond vraisemblablement « kiffer » avec une expression d'admiration ou d'enthousiasme positif intense, activant massivement ce label. « ftg » étant opaque pour lui, il surinterprète la valence positive de « kiffer » en admiration, ce qui est sémantiquement erroné dans ce contexte d'humour taquin."
82,un peu d'humour,Joie,1,0,0.0,faux_negatif,provoquee,contexte_manquant,indecidable,"La phrase 'un peu d'humour' est syntaxiquement neutre et émotionnellement opaque sans contexte : c'est le contexte suivant ('ptdrrr grvvv') qui signale une réception joyeuse/amusée, non le message lui-même. L'annotation gold=1 repose sur une inférence pragmatique inter-tours que le modèle ne peut pas effectuer sur ce seul énoncé, rendant la divergence compréhensible mais l'annotation humaine discutable."
83,ptdrrr grvvv et arthur ta channgé jte croyais pas comme sa quoi toiausssi tai pd,Colère,0,1,0.9725,faux_positif,absent,lexical_argot,gold,"L'insulte 'pd' et le ton accusatoire ('tai pd', 'ta changé') sont des marqueurs lexicaux que le modèle interprète comme de la colère, alors qu'il s'agit ici d'une moquerie railleuse teintée de dégoût et d'amusement. Le rire 'ptdrrr grvvv' ancre pragmatiquement l'énoncé dans un registre de dérision, non de colère."
83,ptdrrr grvvv et arthur ta channgé jte croyais pas comme sa quoi toiausssi tai pd,Dégoût,1,0,0.0089,faux_negatif,ressentie,lexical_argot,gold,"L'insulte homophobe 'pd' exprime un dégoût moral envers Arthur, mais le modèle ne détecte pas ce signal car il est noyé dans l'argot adolescent et la graphie déformée ('tai pd'). CamemBERT échoue à associer cette forme tokenisée à une expression de dégoût."
83,ptdrrr grvvv et arthur ta channgé jte croyais pas comme sa quoi toiausssi tai pd,Joie,1,0,0.0011,faux_negatif,ressentie,lexical_argot,gold,"Les marqueurs de rire intensifié 'ptdrrr' (ptdr + allongement) et 'grvvv' (grave + allongement expressif) signalent une joie sarcastique/schadenfreude typique du cyber-harcèlement adolescent, que le modèle ne reconnaît pas en raison de la graphie non-standard de ces formes argotiques."
86,mais grave putain c chaud,Colère,0,1,0.9642,faux_positif,absent,lexical_argot,gold,"L'expression 'c chaud' est un marqueur argotique adolescent signifiant 'c'est grave/sérieux/intense', sans valence de colère intrinsèque. Le modèle confond l'intensité émotionnelle véhiculée par 'putain' et 'chaud' avec de la colère, alors que la phrase exprime une réaction de type surprise/consternation face à une situation jugée sérieuse."
86,mais grave putain c chaud,Surprise,1,0,0.007,faux_negatif,ressentie,lexical_argot,gold,"'Mais grave putain c chaud' est une réaction exclamative typique de l'adolescent face à quelque chose d'inattendu ou de choquant, fonctionnant pragmatiquement comme un marqueur de surprise/consternation. Le modèle ne reconnaît pas cette construction argotique comme vecteur de surprise, d'autant que le seuil très élevé (0.9722) rend la détection quasi impossible sans ancrage lexical explicite."
87," allo le viol c'est pas une blague grosse bouffonne,  va falloir avoir des valeurs un peu là un minimum",Dégoût,1,0,0.0036,faux_negatif,ressentie,pragmatic_confusion,gold,"L'énonciateur exprime un dégoût moral sincère face à la banalisation du viol ('c'est pas une blague'), signal pragmatique fort d'indignation éthique que le modèle écrase derrière la Colère dominante (0.99). Le modèle confond la saillance de la Colère avec l'absence de Dégoût, alors que les deux coexistent : la Colère porte l'agressivité rhétorique, le Dégoût porte le jugement de valeur moral sous-jacent ('avoir des valeurs')."
88,laissé la tranquille elle a le droit d'aimer qui elle veut,Admiration,0,1,0.9996,faux_positif,absent,pragmatic_confusion,gold,"Le modèle confond une prise de défense solidaire ('elle a le droit d'aimer qui elle veut') avec de l'admiration envers la personne défendue : il capte la valence positive du soutien mais rate la nature pragmatique de l'acte, qui est une défense indignée, non une expression d'admiration. L'énonciateur ne manifeste aucune admiration explicite ou implicite, il revendique un droit."
88,laissé la tranquille elle a le droit d'aimer qui elle veut,Colère,1,0,0.0003,faux_negatif,ressentie,pragmatic_confusion,gold,"La colère est encodée de façon implicite et indirecte : l'injonction 'laissé la tranquille' est un ordre bref et sec, typique d'une colère contenue chez les adolescents, renforcée par le contexte d'attaque précédent ('grosse bouffonne'). Le modèle, incapable de lire la force illocutoire de l'impératif défensif dans ce contexte de harcèlement, ne détecte aucun signal lexical saillant de colère et rate complètement cette émotion ressentie."
89,c une blague les gens qui retournent leur veste la tous des hypocrites la,Dégoût,1,0,0.0687,faux_negatif,ressentie,pragmatic_confusion,gold,"L'expression 'c une blague' combinée à 'hypocrites' et 'retourner leur veste' signale un dégoût moral sincère envers la trahison perçue, distinct de la colère déjà bien capturée. Le modèle confond les deux émotions co-occurrentes et absorbe le signal de dégoût dans la forte probabilité de Colère (0.9425), échouant à reconnaître que le jugement moral dégradant ('hypocrites', 'traitres' dans le contexte suivant) est un marqueur prototypique du dégoût."
90,mais grave que des traitres,Colère,1,0,0.0,faux_negatif,ressentie,lexical_argot,gold,"L'intensifieur argotique 'grave' (= vraiment, totalement) amplifie le jugement négatif 'que des traîtres', signalant une colère ressentie envers des pairs perçus comme déloyaux. Le modèle, incapable de traiter 'grave' comme marqueur d'intensité émotionnelle en argot adolescent, écrase la probabilité à zéro au lieu de détecter l'indignation sous-jacente."
90,mais grave que des traitres,Dégoût,1,0,0.0,faux_negatif,ressentie,lexical_argot,gold,"Le terme 'traîtres', renforcé par 'grave' et ancré dans le contexte de dénonciation des 'hypocrites' et 'retourneurs de veste', exprime un dégoût moral sincère envers le groupe visé. Le modèle ne capte ni la charge axiologique de 'traîtres' dans ce registre adolescent, ni la cohérence émotionnelle avec le contexte immédiat."
91,on est pas de fucking monde,Dégoût,1,0,0.0008,faux_negatif,ressentie,pragmatic_confusion,gold,"L'expression 'on est pas de fucking monde' signifie en argot adolescent 'on n'est pas du même monde / on n'a rien à voir avec eux', exprimant un rejet viscéral et un dégoût social envers le groupe adverse (renforcé par le contexte 'des traitres'). Le modèle a saturé sur la Colère (0.9946) et n'a pas capté la dimension de répulsion/dégoût coprésente, confondant l'intensité émotionnelle globale avec une émotion unique."
92," si vous ne disiez pas n'importe quoi aussi,  les gens seraient peut-êtr eun peu avec vous",Colère,1,0,0.0,faux_negatif,ressentie,ironie_polarity,gold,"La phrase est une attaque condescendante déguisée en conseil rhétorique ('si vous ne disiez pas n'importe quoi, les gens seraient avec vous'), forme classique de colère froide et méprisante que le modèle ne détecte pas car la surface lexicale est neutre et polie. La proba quasi-nulle (0.0000) indique que le modèle est totalement aveugle à la charge émotionnelle portée par la structure conditionnelle ironicoagressive, confirmée par le contexte suivant moqueur ('ptddddrrrrrrr mais la blague')."
93,ptddddrrrrrrr mais la blague,Colère,0,1,0.9366,faux_positif,absent,lexical_argot,gold,"« ptddddrrrrrrr » est une graphie argotique de « pété de rire » (MDR intensifié), signal de moquerie/rire, et « la blague » est une expression de dérision — aucune des deux ne porte de colère. Le modèle a probablement interprété la répétition de lettres et le contexte de harcèlement comme des marqueurs d'agressivité, confondant moquerie moqueuse avec colère."
93,ptddddrrrrrrr mais la blague,Joie,1,0,0.0051,faux_negatif,ressentie,lexical_argot,gold,"« ptddddrrrrrrr » exprime un rire moqueur intense (joie sarcastique/schadenfreude), émotion ressentie par l'énonciateur face au message précédent jugé ridicule. Le modèle ne reconnaît pas cette graphie argotique comme marqueur de joie/hilarité, d'où un score de 0.0051 très en dessous du seuil."
94,rien a foutre PAS DE GOUINE ICI,Dégoût,1,0,0.001,faux_negatif,provoquee,pragmatic_confusion,gold,"L'insulte homophobe 'GOUINE' exprime un rejet viscéral et une répulsion catégorique envers une identité, ce qui constitue du dégoût provoqué/exprimé de manière performative. Le modèle, saturé par le signal de Colère (0.9914), n'a pas capté la dimension de répulsion/dégoût co-présente dans l'exclusion identitaire violente, confondant l'émotion dominante avec l'unique émotion pertinente."
95,bande de crasseux meme arthur on va te degager de la classe,Dégoût,1,0,0.0832,faux_negatif,provoquee,seuil_limite,gold,"Le terme 'crasseux' est un marqueur lexical fort de dégoût (saleté, mépris physique) dirigé contre la cible, et la proba à 0.0832 reste très en dessous du seuil 0.1927 malgré ce signal clair — le modèle sous-pondère ce lexème insultant à connotation de souillure. L'annotation gold est justifiée : l'énonciateur exprime un dégoût provoqué/projeté sur la cible via l'insulte, que le modèle rate faute de sensibilité suffisante à ce registre injurieux adolescent."
98,STOP LESBIENNES !!!!,Colère,1,0,0.0,faux_negatif,ressentie,contexte_manquant,gold,"Le message 'STOP LESBIENNES !!!!' en majuscules, encadré par 'merde' et 'DEHORSSSSS', exprime une colère manifeste via l'injonction agressive et la graphie emphatique. Le modèle, face à un énoncé réduit à deux mots en caps lock sans marqueur lexical de colère explicite, échoue à inférer l'affect sans le contexte conversationnel."
98,STOP LESBIENNES !!!!,Dégoût,1,0,0.0,faux_negatif,ressentie,pragmatic_confusion,gold,"L'emploi du terme 'LESBIENNES' comme cri d'exclusion dans un contexte de cyber-harcèlement véhicule un dégoût homophobe implicite, mais ce signal est pragmatique et non lexical. Le modèle ne dispose pas des ressources pour interpréter l'usage péjoratif/rejetant du mot dans ce contexte social adolescent, confondant la neutralité lexicale du terme avec l'absence d'affect."
99,DEHORSSSSS,Colère,1,0,0.0,faux_negatif,ressentie,contexte_manquant,gold,"Le cri 'DEHORSSSSS' en majuscules avec allongement expressif, dans le contexte d'une hostilité homophobe ('STOP LESBIENNES !!!!'), exprime une colère intense et un rejet violent. Le modèle, face à un token isolé sans marqueur lexical émotionnel explicite, produit une probabilité nulle, incapable d'inférer l'affect sans le contexte discursif."
